price,lot_area,living_area,num_floors,num_bedrooms,num_bathrooms,waterfront,year_built,year_renovated
595000,31238,2150,2.0,3,2.75,0,1996,0
548000,8880,2100,1.0,4,2.0,0,1958,0
234975,8073,1650,1.0,3,1.75,0,1980,0
600000,1325,1620,2.5,3,1.75,0,2005,0
432000,12528,1750,1.0,4,1.0,0,1967,0
455000,6657,1380,2.0,3,1.5,0,1986,0
279950,11234,1510,1.0,3,1.75,0,1965,0
267500,9072,1600,1.0,3,1.5,0,1963,0
620000,220308,1840,2.0,4,2.5,0,2000,0
110000,7590,830,1.0,2,1.0,0,1943,0
625000,1846,1810,2.0,3,3.5,0,2009,0
389000,7000,910,1.0,2,1.0,0,1952,0
1200000,3360,2120,2.0,4,2.0,0,1905,0
788500,133729,2510,2.0,4,2.25,0,1977,0
567000,6936,2100,1.0,5,2.25,0,1974,0
515000,15000,2690,1.0,2,2.25,0,1987,0
605000,11870,2430,1.0,4,2.5,0,1968,0
430000,4800,2452,2.0,4,3.75,0,1936,1994
805000,6000,1550,1.0,2,1.75,0,1920,0
567500,4556,2080,2.0,3,2.5,0,1999,0
647500,3870,1290,1.0,3,1.75,0,1916,0
495000,2530,1850,2.5,2,1.75,0,1903,0
825000,5000,3370,2.0,4,2.5,0,2006,0
435000,7506,2730,2.0,4,2.25,0,1987,0
445950,7800,1300,1.0,3,1.75,0,1968,0
960000,10257,3040,2.0,5,2.75,0,1993,0
780000,3600,2440,1.5,4,3.0,0,1929,0
274500,9000,1720,1.0,3,2.25,0,1969,0
729953,5167,3230,1.5,5,3.0,0,1909,0
464950,890,1200,2.0,3,1.5,0,2008,0
620000,18800,2350,1.0,4,1.75,0,1959,0
735000,5600,3100,2.0,4,3.5,0,2005,0
450000,9565,2040,1.0,4,2.25,0,1959,0
450000,4676,2000,1.5,4,1.0,0,1916,1986
842500,5298,2160,2.5,4,2.5,0,1902,0
360000,79714,1970,1.0,3,2.0,0,1979,0
585000,100545,2270,2.0,3,2.5,0,1998,0
461000,7923,1850,1.0,3,2.25,0,1977,0
345000,4494,1350,1.0,2,1.0,0,1949,0
1075000,10302,3280,1.0,3,2.5,0,1970,0
643000,8391,2270,2.0,4,2.5,0,1988,0
690000,8307,2820,2.0,4,2.5,0,1990,0
282000,11111,1200,1.5,4,1.0,0,1949,0
549000,6130,2000,1.0,3,1.75,0,1951,0
815000,6000,2310,2.0,3,2.0,0,1926,0
2200000,22703,4640,2.0,5,4.25,1,1952,0
700000,11424,2330,2.0,3,2.25,0,1984,0
933399,10360,3940,2.0,3,2.5,0,1992,0
290000,11250,1440,1.0,3,1.0,0,1967,0
372000,9300,1960,1.0,4,1.75,0,1979,0
450000,2890,1250,1.0,2,1.75,0,1920,0
303700,5700,1981,2.0,3,2.5,0,2010,0
672000,10049,2440,2.0,4,2.5,0,1989,0
334000,9360,1150,1.5,4,1.5,0,1970,0
260000,5650,1120,1.0,2,1.0,0,1944,0
749950,5700,1800,1.0,3,1.75,0,1941,0
330000,122038,2380,2.0,4,2.25,0,1984,0
830000,2808,2920,2.0,5,3.0,0,1960,1992
1131000,13791,2790,1.0,3,2.25,0,2006,0
320000,7552,1560,1.0,3,1.0,0,1948,0
260000,15250,1550,1.5,2,1.0,0,1920,0
225000,11475,1700,1.0,3,2.0,0,1945,0
279200,6350,640,1.0,1,1.0,0,1939,0
520000,10000,2680,2.0,4,3.5,0,1942,2014
505000,8060,1860,2.0,3,2.5,0,1987,0
234000,8366,1490,1.0,3,1.75,0,1975,0
503000,5044,2470,2.0,4,2.5,0,2005,0
606000,8858,2390,1.0,4,2.25,0,1979,0
433500,6000,1230,1.0,3,1.0,0,1937,0
250000,10182,2840,1.0,3,1.5,0,1951,0
719000,9307,2120,2.0,3,2.5,0,1984,0
381000,14400,1770,1.0,3,2.0,0,1959,0
267000,4400,2495,2.0,3,2.5,0,2007,0
275000,14149,1170,1.0,1,0.75,0,1962,0
651000,7140,2740,2.0,4,2.5,0,1993,0
439000,5671,1050,1.0,2,1.0,0,1949,0
325000,5070,1130,1.0,2,1.0,0,1955,0
490000,6380,880,1.0,2,1.0,0,1938,1994
519900,6172,2403,2.0,4,2.5,0,1999,0
545000,35040,3410,2.0,4,2.75,0,1984,0
1062500,20041,5320,2.0,4,4.0,0,2003,0
542000,8250,1900,1.0,4,1.75,0,1955,0
465000,21650,1810,2.0,4,1.75,0,1961,0
408000,3900,1200,1.0,2,2.0,0,2006,0
292000,5950,2060,2.0,4,2.5,0,2000,0
253000,10122,1250,1.0,3,1.75,0,1994,0
280000,4662,910,1.0,2,1.0,0,1942,0
658588,41346,2560,2.0,3,2.25,0,1986,0
635000,8910,1920,1.0,4,2.25,0,1969,0
439000,8300,2240,2.0,4,2.25,0,1978,0
300000,3855,1260,2.0,3,2.5,0,1999,0
345000,13496,1360,1.0,3,1.5,0,1960,0
283500,8050,2100,2.0,4,2.25,0,1978,0
425000,4920,2110,1.5,2,1.0,0,1911,0
685000,8955,2210,1.0,3,1.75,0,1974,0
750000,12987,2360,2.0,3,2.5,0,1983,0
245000,8000,1280,1.0,4,1.5,0,1960,0
585444,6924,2740,1.0,6,3.75,0,1962,0
706000,7571,2740,2.0,4,2.5,0,2009,0
445000,9099,2630,1.5,4,2.0,0,1944,2009
241000,6000,1650,1.0,3,2.0,0,1990,0
1175000,7155,1770,2.0,2,2.5,1,1957,2004
530000,5750,1500,1.5,3,1.0,0,1927,0
350000,12199,1430,1.0,3,1.5,0,1948,0
1700000,17186,3190,2.0,4,3.75,1,1999,0
389000,9630,1280,1.0,3,1.0,0,1968,0
799000,6820,2390,2.0,4,2.75,0,1945,0
1400000,9630,4040,1.0,4,2.5,0,1951,0
340895,8612,920,1.0,2,1.0,0,1947,0
780000,10281,2730,2.0,4,2.5,0,1996,0
350000,73600,1320,1.0,2,1.5,0,1993,0
470000,4874,2620,2.0,3,2.5,0,1999,0
914600,80837,3180,2.0,4,3.0,0,1985,0
354000,4762,2900,2.0,4,2.5,0,2005,0
470000,6000,1900,1.5,5,2.0,0,1920,0
715000,5400,1760,1.0,3,2.0,0,1927,0
265000,4000,760,1.0,2,1.0,0,1950,0
2537000,20000,3710,2.0,4,3.0,0,1936,0
640000,4944,1530,1.0,3,1.0,0,1950,0
290000,18900,1990,2.0,4,1.75,0,1929,0
480000,35000,3830,1.0,5,4.75,0,1976,0
535000,5600,2040,1.0,3,2.0,0,1954,0
907000,12220,2170,1.0,3,1.75,0,1965,0
459000,7330,1620,1.0,3,1.75,0,1974,0
1355000,21399,3600,1.0,3,2.5,0,1950,2007
264950,11599,1470,1.0,3,1.5,0,1967,0
352950,3000,1760,1.5,3,1.0,0,1900,0
491500,13100,2230,1.0,3,2.25,0,1974,0
1229000,37034,3770,2.0,4,3.5,0,1989,0
369500,9194,1200,1.0,3,1.0,0,1952,0
566000,6294,2090,2.0,3,2.5,0,2004,0
290000,7308,1500,1.0,3,2.25,0,1968,0
5350000,23985,8000,2.0,5,5.0,0,2009,0
180000,5330,870,1.0,3,1.0,0,1969,2014
215000,6000,1010,1.0,2,1.0,0,1944,0
302000,6000,1010,1.0,2,1.0,0,1944,0
352500,7881,1860,1.0,3,1.75,0,1986,0
235867,5926,1330,1.0,4,2.0,0,1942,0
500000,11946,1760,2.0,3,2.25,0,1978,0
382000,4500,1800,2.0,3,2.25,0,1995,0
515000,2402,1690,1.5,5,2.5,0,1930,0
250000,2600,660,1.0,1,1.0,0,1919,0
672500,5300,2400,1.5,3,2.25,0,1939,0
755000,13031,3020,2.0,3,2.25,0,1989,0
707500,2555,1500,2.0,3,1.0,0,1910,0
459000,3840,1560,1.0,4,2.0,0,1924,0
140000,10620,1090,1.5,3,1.0,0,1959,0
495000,4284,970,1.0,2,1.0,0,1905,0
757000,5283,3190,2.0,3,3.25,0,2007,0
765000,5283,3190,2.0,3,3.25,0,2007,0
359000,6052,1890,1.0,4,1.5,0,1955,0
440000,7500,1050,1.0,3,1.0,0,1900,0
400000,7200,1390,1.0,4,1.5,0,1965,0
652000,4080,1700,1.0,3,2.0,0,1941,0
260000,5850,1050,1.0,3,1.75,0,1980,0
1328000,10796,3340,1.0,5,3.0,0,1964,1990
519500,17859,1540,1.0,4,2.0,0,1964,0
650000,5992,1710,1.5,3,1.0,0,1928,0
280000,8075,2100,2.0,4,2.25,0,1978,0
515000,7980,1730,1.0,4,1.75,0,1965,0
400000,2692,1500,2.0,3,2.25,0,1986,0
652100,5017,2380,2.0,3,2.5,0,2003,0
235000,7956,2180,2.0,6,3.0,0,1980,0
701000,10080,1840,2.0,4,1.5,0,1907,0
640000,9594,2341,2.0,4,2.5,0,1997,0
455800,4584,1690,2.0,3,2.5,0,2002,0
504750,21937,2490,2.0,3,2.5,0,1993,0
483000,15540,2440,2.0,3,3.0,0,1992,0
530000,20412,920,1.0,3,0.75,1,1950,0
250000,8786,1030,1.0,2,1.0,0,1956,0
229950,5885,2000,1.0,5,2.75,0,1994,0
884744,9414,4210,2.0,4,3.5,0,2001,0
514000,9964,1610,1.0,3,1.5,0,1977,0
532000,35015,1910,1.0,3,2.25,0,1977,0
423000,5539,2660,2.0,4,2.5,0,2004,0
420000,4025,820,1.0,2,1.0,0,1922,0
521000,18250,1730,1.0,3,1.75,0,1988,0
577000,7490,2360,2.0,4,2.25,0,1979,0
425000,8040,970,1.0,3,1.0,0,1956,0
495000,4862,2460,2.0,4,2.5,0,2004,0
340000,8577,2690,2.0,3,2.5,0,1987,0
499950,1991,1820,2.0,3,3.5,0,2014,0
1218000,4750,3470,2.0,4,3.0,0,2014,0
720000,7634,3370,1.0,4,2.75,0,1977,0
249000,8247,1700,1.0,3,1.5,0,1970,0
206135,11070,1340,1.0,3,1.0,0,1978,0
300000,9276,2000,2.0,5,2.75,0,1968,0
612000,14040,3840,1.5,6,3.0,0,1949,0
1102030,27311,3890,2.0,5,2.5,0,1950,1990
230000,9100,1220,1.5,4,2.0,0,1970,0
850000,4600,2280,1.0,3,1.0,0,1936,0
355000,7000,2770,1.0,4,2.5,0,1979,0
442000,7253,2520,2.0,4,2.5,0,1990,0
399000,5000,3060,2.0,4,3.0,0,2001,0
360000,7115,2390,2.0,4,2.5,0,1999,0
390000,7725,1320,1.0,3,1.75,0,1978,0
413000,8711,2900,1.0,5,2.5,0,1977,0
190000,9500,700,1.0,2,1.0,0,1951,0
432900,9226,2210,2.0,3,2.5,0,1998,0
621138,7741,2180,2.0,3,2.25,0,1986,0
270000,4252,2080,1.5,3,2.25,0,2003,0
610000,35040,2090,1.0,4,2.25,0,1980,0
500000,5525,1720,1.0,3,2.0,0,1941,0
715000,40635,2460,1.0,4,2.25,0,1968,0
264000,14821,1470,1.0,3,1.5,0,1958,0
550000,3200,1650,1.5,3,1.75,0,1901,0
337000,9087,1690,1.0,3,2.0,0,1997,0
170000,8710,970,1.0,3,1.0,0,1962,0
405000,9095,2030,1.0,4,2.5,0,1972,0
775000,28563,2540,1.0,4,2.5,0,1984,0
425000,7475,1570,1.0,3,2.25,0,1983,0
713000,9242,2580,2.0,5,2.75,0,1967,0
555000,8712,2090,1.0,5,2.5,0,1966,0
810000,5608,3260,2.0,4,2.5,0,2003,0
1250000,41263,3830,2.0,4,3.75,0,1990,0
819000,6150,2130,2.0,3,3.5,0,1908,0
409900,1200,1690,2.0,3,2.5,0,2013,0
935000,2067,1780,2.0,2,2.5,0,1974,0
657500,7560,1620,1.0,4,1.75,0,1947,0
900000,6105,4210,2.0,6,3.75,0,2008,0
932800,7095,2980,2.5,5,3.25,0,1998,2007
391000,9000,1490,1.0,3,2.0,0,1977,0
420000,9825,2110,2.0,4,2.5,0,2000,0
1300000,32670,6563,2.0,6,3.5,0,2002,0
415000,16800,1510,1.0,3,1.5,0,1956,0
350000,9425,1830,1.0,3,1.75,0,1946,0
375000,1820,1230,2.0,2,1.0,0,1948,0
860000,14135,2180,1.0,3,1.75,0,1947,0
495000,8872,2220,1.0,4,2.25,0,1961,0
250000,8400,1730,1.0,4,2.25,0,1962,0
365000,21312,1990,1.0,4,2.25,0,1968,0
503000,6760,1540,1.0,3,2.75,0,1980,0
150000,7200,1100,1.0,2,1.0,0,1944,0
450000,1480,1640,1.0,4,1.75,0,1912,0
355000,7213,2590,2.0,4,3.0,0,2001,0
245000,9333,1450,2.0,3,2.0,0,1972,0
265900,7793,1180,1.0,3,2.0,0,1992,0
299000,7575,1820,1.0,4,2.5,0,1975,0
957500,11523,2360,2.0,4,2.25,0,1968,0
343000,7250,1120,1.0,3,1.0,0,1972,0
307500,7364,1646,2.0,3,2.25,0,1994,0
937500,14599,4210,2.0,5,3.75,0,2004,0
610000,45302,2480,1.0,3,3.0,0,1976,0
720000,7080,1590,1.0,3,1.5,0,1952,0
610000,2620,2130,1.5,4,2.0,0,1919,0
434500,7965,1650,1.0,3,1.75,0,1967,0
602500,47044,3090,1.0,2,2.5,0,1979,0
607010,4000,2180,2.0,4,2.5,0,2002,0
610000,5750,1800,1.0,3,1.0,0,1947,0
828500,35000,3720,2.0,4,2.5,0,1983,0
199990,8560,1100,1.0,3,1.0,0,1961,0
294000,9362,1530,1.0,3,1.75,0,1987,0
789500,6100,3010,2.0,4,2.5,0,2005,0
797000,9473,3500,2.0,3,3.5,0,2008,0
539950,5250,3100,2.0,5,3.0,0,2006,0
284950,6778,2000,1.0,4,1.5,0,1962,0
776500,10372,2290,1.0,4,1.5,0,1965,1987
525000,10070,2400,1.0,4,2.5,0,1967,0
303000,4957,1850,2.0,3,2.5,0,1999,0
722080,7650,3680,2.0,3,3.25,0,1988,0
140000,7473,1060,1.0,3,1.0,0,1959,0
235000,7473,1060,1.0,3,1.0,0,1959,0
440000,5500,1610,1.5,3,1.0,0,1903,1973
605000,6000,2330,1.5,3,1.75,0,1940,0
380000,4800,1210,1.0,2,1.0,0,1950,0
352000,8890,1530,1.0,4,1.0,0,1925,0
420000,12000,2270,1.0,4,2.25,0,1979,0
1175000,7220,2590,2.0,4,2.0,0,1930,0
1375000,10572,1850,1.0,3,1.5,0,1953,0
300000,14750,1500,1.5,3,1.5,0,1933,0
1150000,49091,4740,2.0,4,3.25,0,1990,0
453500,4189,1710,1.0,2,1.5,0,1951,0
443500,7598,1920,1.0,3,2.0,0,1972,0
332000,8138,1150,1.0,2,1.0,0,1954,0
655000,4721,2320,2.0,3,2.5,0,2004,0
475000,6000,1420,1.5,4,1.0,0,1950,0
372500,12956,1550,1.0,3,1.75,0,1988,0
1050000,7200,2920,1.0,4,2.5,0,1921,2006
500000,4200,1620,1.0,3,1.75,0,1945,0
900000,24773,2300,1.5,6,2.75,0,1950,1985
327500,7140,1070,1.0,3,1.0,0,1989,0
390000,7123,1790,1.0,3,1.75,0,1913,1995
451101,1962,1510,2.0,2,1.5,0,1985,0
455000,5800,1340,1.5,4,1.0,0,1914,0
650000,46748,3350,2.0,4,2.5,0,2004,0
895000,7746,2500,2.0,3,2.5,0,1993,0
800000,10664,2350,1.0,4,2.25,0,1952,0
703770,12918,2550,2.0,4,2.25,0,1987,0
249950,10454,1320,1.0,3,1.75,0,1968,0
512000,3881,1270,1.0,2,2.0,0,1926,0
780000,74052,3480,1.0,5,2.5,0,1972,0
336000,11625,2820,2.0,3,2.25,0,1986,0
285000,6900,2110,1.5,3,2.0,0,1955,0
229900,7224,1100,1.0,3,1.75,0,1981,0
667500,4000,1920,1.5,4,3.0,0,1931,0
378000,12236,1890,1.0,4,2.5,0,1978,0
454000,43733,2530,2.0,3,2.5,0,1991,0
537500,4630,2550,2.0,4,2.5,0,2005,0
425000,4160,1550,1.5,3,1.0,0,1926,0
290000,6600,1760,1.0,3,2.0,0,1998,0
349500,3600,1270,1.0,3,2.0,0,1963,0
370000,1655,1250,2.0,3,2.75,0,2006,0
549500,8438,1620,1.0,3,1.75,0,1961,0
245000,6322,710,1.0,2,1.0,0,1942,0
208000,7200,1070,1.0,3,1.75,0,1994,0
248000,8760,2320,1.0,4,2.25,0,1966,0
610000,37058,5450,1.5,4,3.25,0,1984,0
550000,5116,1670,2.0,4,2.5,0,1999,0
750000,206910,3010,2.0,3,2.75,0,2001,0
192000,7380,1340,1.0,2,1.75,0,1940,0
169317,4000,790,1.0,2,1.0,0,1908,0
1198000,3850,3400,2.5,4,3.5,0,2008,0
880000,6350,1530,1.5,2,1.0,0,1923,0
210000,7129,930,1.0,1,1.0,0,1948,0
180500,9800,1540,1.0,3,1.5,0,1973,0
540000,29078,1990,2.0,4,2.0,0,1984,0
520000,35722,2300,1.0,3,1.75,0,1984,0
177500,6000,1220,1.0,3,1.5,0,1968,0
415000,5650,2380,1.0,3,1.75,0,1956,0
495000,7200,2020,1.0,4,2.5,0,1968,0
325000,9646,1890,1.0,3,2.25,0,1966,0
440000,4903,1330,1.0,2,1.75,0,1985,0
411000,9844,1490,1.0,3,1.75,0,1959,0
810000,9600,3550,2.0,5,3.5,0,1998,0
561750,8996,2040,1.0,5,1.75,0,1962,0
835100,12573,2380,1.0,4,2.5,0,1963,0
450000,9969,1780,1.0,3,2.25,0,1985,0
238000,2807,1650,2.0,3,2.5,0,2004,0
299000,142803,1510,1.0,3,1.0,0,1974,0
570000,6240,1100,1.0,2,1.0,0,1941,0
340000,12626,2190,2.0,3,1.75,0,1978,0
450000,2275,1760,1.5,2,1.75,0,1912,0
272750,8786,1800,1.0,4,1.5,0,1966,0
520000,6380,2000,2.0,4,2.0,0,1949,0
284950,10723,990,1.0,3,1.0,0,1960,0
255000,9660,1480,1.0,2,1.5,0,1949,0
231500,9488,1200,1.0,2,1.0,0,1941,0
415000,204732,3000,2.5,1,2.0,0,1979,0
330000,6000,3504,2.0,4,2.5,0,2006,0
365000,12240,1300,1.0,3,1.5,0,1963,0
425000,9188,1330,1.5,4,2.0,0,1928,2004
400000,6480,1850,1.0,4,1.75,0,1958,0
335000,9701,2240,2.0,4,2.5,0,1989,0
342000,1251,1260,2.0,3,3.0,0,2003,0
490000,2580,2800,2.0,8,5.0,0,1997,0
331500,14319,1820,1.0,4,1.75,0,1969,0
960000,4102,1730,3.0,3,2.5,1,1996,0
720500,35298,3350,2.0,4,2.5,0,1985,0
830000,6550,3370,2.0,3,2.5,0,1912,2001
662990,3600,1240,1.5,3,1.75,0,1926,0
220000,10507,2340,1.5,4,2.0,0,1959,0
349950,4179,1880,1.0,5,2.0,0,1952,2000
550000,2159,1810,1.0,3,2.0,0,1922,0
396000,5668,2340,1.0,3,1.75,0,1941,0
635000,4000,2820,2.0,4,1.5,0,1911,0
293000,7650,1020,1.0,3,1.0,0,1940,0
339000,10120,2090,1.0,3,2.25,0,1979,0
285000,8734,1830,2.0,4,2.25,0,1991,0
775000,5000,2980,1.5,6,2.75,0,1916,0
224000,9289,1600,1.0,4,1.5,0,1959,0
2250000,8125,4440,2.0,4,3.5,0,1922,0
165050,8514,1200,1.0,3,1.0,0,1959,0
275000,4500,1230,1.5,3,1.25,0,1913,0
445000,5500,2930,1.0,5,3.0,0,1951,0
510000,38639,2370,1.0,3,2.25,0,1978,0
1230000,7000,3040,2.0,4,2.5,0,2001,0
390000,13500,1610,1.0,3,1.5,0,1970,0
460000,10450,2350,1.0,3,2.25,0,1977,0
700000,14733,2000,1.0,3,1.75,0,1958,0
874150,14406,3530,2.0,4,3.5,0,1987,0
470000,9800,2220,2.0,3,2.25,0,1987,0
374000,9416,2000,1.0,3,1.75,0,1961,0
510000,131115,1210,1.5,2,1.75,0,1950,0
467000,1181,1140,3.0,2,2.5,0,2007,0
576000,28405,2440,2.0,4,2.5,0,2002,0
196440,7352,1560,1.0,3,2.0,0,1992,0
825000,18901,3210,2.0,4,2.5,0,1993,0
281000,2600,930,1.0,2,1.0,0,1981,0
326000,1577,1782,3.0,3,2.5,0,2000,0
340000,46580,1740,1.0,3,1.75,0,1980,0
440000,36036,3690,1.0,5,1.75,0,1985,0
749000,18199,2930,2.0,4,2.5,0,1998,0
340000,8316,1230,1.5,4,1.0,0,1963,0
561000,7000,2000,2.0,3,2.0,0,1916,1986
270000,7930,1520,1.0,3,2.25,0,1988,0
600000,3600,1040,1.0,2,1.0,0,1919,1980
219900,5427,1120,1.0,4,1.5,0,1969,2014
617000,360241,3020,2.0,3,1.75,0,1992,0
469000,8446,1820,2.0,3,2.25,0,1978,0
229000,56628,1370,1.0,3,1.0,0,1942,0
1265000,2646,3130,2.5,4,3.0,0,1906,0
365000,8301,1640,1.0,3,1.5,0,1958,0
429000,9301,2650,2.0,4,2.5,0,2001,0
550000,6809,2850,2.0,4,2.5,0,2003,0
453000,16300,1820,1.0,3,2.5,0,1955,0
187500,7000,1180,1.0,3,1.5,0,1977,0
520500,14350,1880,1.0,6,2.5,0,1955,0
300000,12776,1280,1.0,3,1.75,0,1977,0
799000,5000,3120,2.0,4,3.25,0,2005,0
338000,4948,2470,2.0,3,2.5,0,2003,0
800000,4400,1700,1.5,3,1.0,0,1906,0
360000,3200,1180,1.0,2,2.0,0,1945,0
442500,10490,2800,1.0,6,2.5,0,1968,0
700000,1651359,1300,1.0,4,1.0,0,1920,0
830000,9601,3040,1.0,5,3.0,0,1968,0
360400,11592,1630,2.0,3,2.5,0,1987,0
345000,9339,1340,1.0,3,1.0,0,1960,0
300000,51836,1830,1.0,3,1.75,0,1966,0
350000,10800,1240,1.0,3,1.0,0,1959,0
368000,36900,2500,1.0,4,2.0,0,1972,0
264000,7482,1760,1.0,3,1.75,0,1966,0
435000,16677,2660,1.0,3,2.0,0,1990,0
200000,15837,2060,1.5,3,1.5,0,1903,0
620000,3832,2540,2.0,5,2.5,0,1929,0
1679000,11466,4830,2.0,5,4.25,0,2014,0
337000,6000,1400,1.0,3,1.75,0,1919,0
1928000,20296,4280,2.0,4,3.25,0,1984,0
544500,10414,2230,1.0,4,2.5,0,1974,0
252000,1638,680,1.0,1,1.0,0,1910,1992
445000,3784,2340,2.0,4,2.5,0,2008,0
379500,14196,2070,2.0,3,2.25,0,1989,0
189950,4225,1910,1.0,4,2.0,0,1919,0
469000,4250,950,1.5,3,1.0,0,1948,0
600000,53898,2910,1.0,5,2.75,0,1979,0
785000,33981,2930,2.0,3,2.5,0,2000,0
372000,8967,2610,2.0,4,2.75,0,1990,0
445000,7180,3880,2.0,5,3.0,0,2004,0
508000,53392,3320,2.0,4,2.25,0,1986,0
780000,4800,1940,2.0,5,1.5,0,1905,0
541100,9800,2510,2.0,4,2.25,0,1978,0
729000,5608,2660,2.0,4,2.5,0,2003,0
397000,134489,1710,1.0,3,2.0,0,1952,0
451555,4520,1320,1.0,2,1.0,0,1912,1971
300000,8153,960,1.0,2,1.0,0,1947,0
416000,11542,1790,1.0,3,2.5,0,1969,0
490000,3060,950,1.0,2,1.0,0,1925,0
480000,5054,2940,2.0,6,3.75,0,1942,2003
368000,1662,930,1.0,2,2.0,0,2002,0
1038000,10615,4570,2.0,3,2.5,0,1991,0
545000,9000,2370,1.0,3,2.5,0,1952,0
850000,15119,3430,2.0,5,2.75,0,1998,0
550000,4750,3540,2.0,4,3.5,0,2003,0
600000,9314,2240,2.0,3,2.25,0,1984,0
535000,12138,2710,1.0,4,2.5,0,1968,0
599950,4975,2660,2.0,3,2.5,0,2014,0
531000,5022,2540,1.0,5,2.75,0,1955,0
530000,7665,2210,2.0,4,2.25,0,1968,0
597326,8250,3570,2.0,4,4.0,0,2015,0
805000,33460,3450,2.0,4,2.5,0,1997,0
390000,8364,2330,1.0,4,1.75,0,1968,0
487250,3250,1690,1.5,4,2.0,0,1901,0
301000,8414,1030,1.0,3,1.5,0,1967,0
1175000,5618,2560,1.5,5,2.75,0,1923,0
299000,3000,1950,2.0,4,2.5,0,2002,0
2350000,22863,4370,2.5,4,2.25,0,1907,1994
400000,3904,2350,2.5,4,2.5,0,1999,0
467500,7210,3160,1.0,4,2.5,0,1969,0
305000,9103,2430,2.0,4,2.5,0,1990,0
210000,306848,1340,1.0,3,1.0,0,1953,0
300000,10168,1010,1.0,3,1.0,0,1979,0
327500,8755,1770,1.0,3,2.25,0,1981,0
269000,7136,1210,1.0,3,2.0,0,2003,0
975000,17533,3330,1.0,4,3.25,0,1969,0
355000,5400,1240,1.0,3,1.0,0,1940,0
712000,4620,1250,1.5,3,1.0,0,1900,0
883000,41656,2960,2.0,4,2.5,0,1985,0
190000,12252,840,1.0,2,1.0,0,1994,0
443000,8028,1530,1.0,3,1.75,0,1967,0
920000,11025,3750,2.0,4,3.0,0,1976,0
285000,8250,2150,1.0,4,2.25,0,1978,0
901000,4080,1560,1.0,4,3.25,0,1916,0
552500,5775,2040,1.0,3,1.75,0,1958,0
256000,5000,860,1.0,2,1.0,0,1915,1945
341000,7119,1720,1.5,3,1.5,0,1952,0
279000,8941,2090,2.0,4,2.25,0,1975,0
686000,10650,2130,2.0,4,2.25,0,1977,0
225000,11867,1300,1.5,2,1.0,0,1975,0
215500,15600,1220,1.0,2,1.75,0,1972,0
950000,4800,2420,1.5,4,3.0,0,1919,0
503000,156988,2940,2.0,4,2.5,0,1996,0
780000,7567,2610,2.0,3,2.5,0,1997,0
212000,7500,1880,1.0,4,2.0,0,1946,0
580000,6703,2330,1.5,4,2.75,0,1983,0
465000,3141,2200,2.0,4,2.5,0,1994,0
206000,7560,1720,1.0,4,2.0,0,1959,0
615000,10171,2250,2.0,3,2.5,0,1987,0
519000,6305,1640,1.5,4,1.0,0,1907,0
1135000,11444,4130,2.0,4,3.25,0,2001,0
330000,3839,2600,2.0,5,2.5,0,2005,0
240000,7973,1920,1.0,4,1.5,0,1955,0
574000,7000,2060,1.0,3,2.0,0,1988,0
930000,24663,5710,2.0,4,4.25,0,2007,0
850000,183823,2720,2.0,4,3.0,0,1975,2007
415000,7275,1490,1.0,3,1.5,0,1974,0
480000,9005,2360,1.0,3,2.5,0,1929,0
300000,8875,1940,1.0,5,1.0,0,1957,0
439000,9503,2570,2.0,4,2.25,0,1980,0
450000,36831,1160,1.0,3,1.0,0,1938,0
589000,206480,2660,1.0,3,2.5,0,1989,0
477000,3000,1260,2.0,3,2.25,0,2003,0
587500,6120,1780,1.0,4,2.25,0,1951,0
1315000,6105,3180,2.0,4,2.25,0,1905,0
1430000,27589,3380,2.0,4,2.5,0,1966,0
700000,15000,2690,2.0,4,2.25,0,1978,0
275000,6552,1180,1.0,2,1.0,0,1949,0
367500,11783,1660,1.0,3,1.0,0,1978,0
453250,6300,2260,2.0,4,2.5,0,2001,0
607000,5428,1910,1.0,5,1.75,0,1954,0
255000,8960,2430,1.0,4,2.0,0,1960,0
501000,2500,1300,1.0,2,2.0,0,1926,0
450000,4650,1060,1.0,3,1.0,0,1950,0
360000,8000,2200,2.0,3,2.25,0,1981,0
460000,3050,1720,1.5,4,1.75,0,1929,0
753000,8290,2360,1.0,3,1.75,0,1950,0
389950,4234,820,1.0,2,1.0,0,1951,0
469000,4400,1030,1.0,2,1.0,0,1924,0
550000,5688,2030,2.0,4,1.75,0,1939,0
565000,11675,2700,1.5,5,3.5,0,1948,0
189650,7600,1100,1.0,2,1.75,0,1980,0
1525000,5131,3620,2.0,4,3.25,0,1927,0
260000,8000,1340,1.0,3,1.75,0,1980,0
243000,12000,1790,1.0,3,1.75,0,1960,0
1100000,13800,3830,1.0,4,2.5,0,1969,0
249000,7200,1580,1.0,3,1.5,0,1976,0
720000,7200,2020,1.0,2,1.0,0,1947,0
905000,9557,3330,2.0,4,2.5,0,1995,0
824500,3500,2610,1.5,4,2.5,0,1927,0
762500,8760,2610,1.0,4,2.75,0,1978,0
580000,1280,1740,3.0,3,2.5,0,2008,0
380000,8580,1840,1.0,3,2.0,0,1990,0
805000,3200,1080,1.0,3,1.75,0,1926,0
520000,4532,1240,1.5,4,1.75,0,1944,0
1569500,5800,5620,3.0,5,4.5,0,1999,0
175000,8925,1170,1.0,2,1.0,0,1911,0
353500,9602,1760,2.0,4,2.25,0,1987,0
